0 0 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..G..RRR  
1 1 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..G..RRR B99  
1 1 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..G..RRR O99  
1 1 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..G..RRR A99  
1 1 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..GRRR.. R98  
1 1 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PG..RRR P99  
1 1 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..G..RRR D99  
1 1 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..G..RRR P99  
1 1 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.G..RRR O99  
1 1 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..G.RRR. R99  
1 1 0 BB.C..DD.COP.AAQOPEE.QOPG.FQ..G.FRRR F99  
2 2 0 .BBC..DD.COPAA.QOPEEFQOPG.FQ..G..RRR A99 B99  
2 2 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..GRRR.. R98 B99  
2 2 0 BB.C..DD.COPAA.QOPEE.QOPG.FQ..G.FRRR F99 A99  
2 2 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..GRRR.. R98 A99  
2 2 0 BB.C..DD.CO..AAQO.EEFQOPG.FQ.PG.RRRP P98 R99  
2 2 0 BB.C..DD.COP.AAQOP.EEQOPG.FQ..G.FRRR E99 F99  
2 2 0 BBFC..DDFCOPAA.QOPEE.QOPG..Q..G..RRR F97 A99  
2 2 0 .BBC..DD.CO..AAQOPEEFQOPG.FQ.PG..RRR P99 B99  
2 2 0 BB.C..DDFCOPAAFQOPEE.QOPG..Q..G..RRR F98 A99  
2 2 0 BB.C..DD.COPAAFQOPEEFQOPG..Q..G..RRR F99 A99  
2 2 0 .BBC.PDD.COP.AAQOPEEFQO.G.FQ..G..RRR P99 B99  
2 2 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..GRRR.. R98 O99  
2 2 0 BB.C..DD.CO.AA.QOPEEFQOPG.FQ.PG..RRR P99 A99  
2 2 0 BB.C.PDD.COPAA.QOPEEFQO.G.FQ..G..RRR P99 A99  
2 2 0 .BBC..DD.C.P.AAQOPEEFQOPG.FQO.G..RRR O99 B99  
2 2 0 BB.C..DD.C.PAA.QOPEEFQOPG.FQO.G..RRR O99 A99  
2 2 0 BB.C...DDCOPAA.QOPEEFQOPG.FQ..G..RRR D99 A99  
2 2 0 .BBCO.DD.COP.AAQOPEEFQ.PG.FQ..G..RRR O99 B99  
2 2 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..G.RRR. R99 O99  
2 2 0 BB.C..DD.CO..AAQO.EEFQOPG.FQ.PGRRR.P P98 R98  
2 2 0 BB.C..DD.C.P.AAQOPEE.QOPG.FQO.G.FRRR F99 O99  
2 2 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.G.RRR. R99 O99  
2 2 0 BB.CO.DD.COP.AAQOPEE.Q.PG.FQ..G.FRRR F99 O99  
2 2 0 BB.C.PDD.COP.AAQOPEE.QO.G.FQ..G.FRRR F99 P99  
2 2 0 BB.C.PDD.C.P.AAQOPEEFQO.G.FQO.G..RRR O99 P99  
2 2 0 .BBC...DDCOP.AAQOPEEFQOPG.FQ..G..RRR D99 B99  
2 2 0 BB.CO.DD.COPAA.QOPEEFQ.PG.FQ..G..RRR A99 O99  
2 2 0 BB.C...DDCOP.AAQOPEE.QOPG.FQ..G.FRRR F99 D99  
2 2 0 BB.C.P.DDCOP.AAQOPEEFQO.G.FQ..G..RRR P99 D99  
2 2 0 BB.CO.DD.CO..AAQOPEEFQ.PG.FQ.PG..RRR P99 O99  
2 2 0 BB.C...DDC.P.AAQOPEEFQOPG.FQO.G..RRR O99 D99  
2 2 0 BB.C..DD.CO..AAQOPEE.QOPG.FQ.PG.FRRR F99 P99  
2 2 0 BB.COPDD.COP.AAQOPEEFQ..G.FQ..G..RRR P99 O99  
2 2 0 BB.C..DD.C...AAQOPEEFQOPG.FQOPG..RRR O99 P99  
2 2 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PG.RRR. R99 P99  
2 2 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..G.RRR. R99 P99  
2 2 0 BB.C...DDCO..AAQOPEEFQOPG.FQ.PG..RRR D99 P99  
2 2 0 BB.CO..DDCOP.AAQOPEEFQ.PG.FQ..G..RRR D99 O99  
2 2 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PGRRR.. P99 R98  
2 2 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..GRRR.. P99 R98  
2 2 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..G.RRR. R99 B99  
2 2 0 BB.C..DD.C.P.AAQ.PEEFQOPG.FQO.GRRRO. O98 R98  
2 2 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..G.RRR. R99 D99  
2 2 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.GRRR.. O99 R98  
2 2 0 .BBC..DD.COP.AAQOPEE.QOPG.FQ..G.FRRR F99 B99  
2 2 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..GRRR.. D99 R98  
2 2 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..G.RRR. R99 A99  
6 6 0 BBFC..DDFC.PAA.QOPGEEQOPG..QO...RRR. G99 E99 F97 R99 O99 A99  
6 6 0 .BBC..DDFC.PAAFQ.P.EEQOPG..QO.GRRRO. O98 E99 F98 R98 A99 B99  
6 6 0 .BBCO.DDFCOPAAFQOP.EEQ.PG..Q..GRRR.. O99 E99 F98 R98 A99 B99  
6 6 0 BBFC.PDDFC.PAA.QOP.EEQO.G..QO.GRRR.. E99 F97 R98 O99 P99 A99  
6 6 0 BB.C..GDDC.PGAAQOPEE.QOP..FQO...FRRR O99 E98 G97 D99 E99 F99  
6 6 0 BBFCOPDDFCOP.AAQOP.EEQ..G..Q..G..RRR E99 A98 F97 O99 P99 A99  
6 6 0 .BBCO.GDDCOPGAAQOP.EEQ.P..FQ....FRRR B99 G97 D99 O99 E99 F99  
6 6 0 GBBC..GDDC.P.AAQOP.EEQOP..FQO...FRRR G96 D99 E99 F99 O99 B99  
7 7 0 .BBC..DDFCO.AAFQO.GEEQOPG..Q.P.RRR.P P98 G99 E99 F98 R98 A99 B99  
7 7 0 BB.C.PDDFCOPAAF.OPGEEQO.G..Q..RRRQ.. Q99 R97 P99 G99 E99 F98 A99  
7 7 0 BBFC.PDDFC.P.AAQ.P.EEQO.G..QO.GRRRO. A98 E99 O98 P99 F97 R98 A99  
7 7 0 .BBC.P.DDC.PGAAQOPGEEQO...FQO...FRRR B99 D99 G98 E99 P99 F99 O99  
7 7 0 .BBC.PDDFC.PAAFQ.P.EEQO.G..QO.GRRRO. E99 O98 P99 F98 R98 A99 B99  
7 7 0 BBFC..DDFC...AAQOP.EEQOPG..QOPGRRR.. E99 A98 F97 R98 O99 P99 A99  
7 7 0 BBFC..DDFC.PGAAQOPGEEQOP...QO..RRR.. O99 G98 E99 R98 A98 F97 A99  
7 7 0 .BBC..DDFC..AAFQOP.EEQOPG..QOPG.RRR. P99 E99 F98 A99 R99 O99 B99  
7 7 0 BB.C.PDDFC.PAAFQ.PGEEQO.G..QO.RRR.O. O98 R97 P99 G99 E99 F98 A99  
7 7 0 BBFC..DDFCO.GAAQOPGEEQOP...Q.PRRR... R97 P99 G98 E99 A98 F97 A99  
7 7 0 BB.C.P.DDC.PAA.QOPGEEQO.G.FQO...FRRR D99 A99 G99 E99 P99 F99 O99  
7 7 0 .BBC...DDC..AAFQOPEEFQOPG..QOPG.RRR. D99 O99 F99 P99 R99 A99 B99  
7 7 0 GBBC.PGDDC.P.AAQOP.EEQO...FQO...FRRR G96 B99 D99 E99 P99 F99 O99  
7 7 0 BB.C...DDC..AA.QOPGEEQOPG.FQOP..FRRR D99 O99 P99 G99 E99 F99 A99  
7 7 0 .BBC...DDC.PAA.QOPGEEQOPG.FQO...FRRR B99 D99 O99 G99 E99 F99 A99  
7 7 0 BB.C.PGDDC.PGAAQOPEE.QO...FQO...FRRR E98 G97 D99 E99 P99 F99 O99  
7 7 0 .BBC.PDDFCOPAAFQOPGEEQO.G..Q....RRR. G99 E99 F98 P99 R99 A99 B99  
7 7 0 BB.COP.DDCOPAA.QOPGEEQ..G.FQ....FRRR D99 O99 P99 G99 E99 F99 A99  
7 7 0 .BBC...DDC..AAFQ.PEEFQOPG..QOPGRRRO. B99 O98 F99 R98 D99 P99 A99  
7 7 0 .BBC...DDC..AA.QOP.EEQOPG.FQOPG.FRRR B99 O99 E99 P99 D99 F99 A99  
7 7 0 .BBC..DDFC..AAFQ.P.EEQOPG..QOPGRRRO. E99 O98 P99 F98 R98 A99 B99  
7 7 0 .BBC..DDFC..AAFQO..EEQOPG..QOPG.RRRP P98 E99 F98 A99 R99 O99 B99  
7 7 0 .BBCO..DDCO.GAAQOPGEEQ.P..FQ.P..FRRR P99 D99 G98 E99 F99 O99 B99  
7 7 0 .BBCO.DD.CO.AA.QOPGEEQ.PG.FQ.P..FRRR G99 B99 P99 E99 O99 F99 A99  
7 7 0 .BBC...DDC..AAFQO.EEFQOPG..QOPG.RRRP O99 P98 F99 D99 R99 A99 B99  
7 7 0 BBFCOPDDFCOPAA.QOPGEEQ..G..Q....RRR. G99 E99 F97 A99 P99 R99 O99  
7 7 0 .BBCO..DDCO.AAFQO.EEFQ.PG..Q.PG.RRRP O99 P98 F99 D99 R99 A99 B99  
7 7 0 BBFCO.DDFCO..AAQOP.EEQ.PG..Q.PGRRR.. E99 A98 F97 R98 O99 P99 A99  
7 7 0 BBFC..DDFCO..AAQOPGEEQOPG..Q.P.RRR.. A98 P99 G99 E99 F97 R98 A99  
7 7 0 .BBCOP.DDCOPAAFQOPEEFQ..G..Q..G.RRR. O99 P99 F99 D99 R99 A99 B99  
7 7 0 BBFCO.DDFCO..AAQOPGEEQ.PG..Q.P...RRR G99 E99 A98 F97 O99 P99 A99  
7 7 0 BB.C..DDFC..AAFQOPGEEQOPG..QOP.RRR.. G99 E99 F98 R98 O99 P99 A99  
7 7 0 BBFC..DDFC..AA.Q.PGEEQOPG..QOP.RRRO. O98 P99 G99 E99 F97 R98 A99  
7 7 0 .BBC.P.DDC.PAAFQOPEEFQO.G..QO.G.RRR. O99 P99 F99 D99 R99 A99 B99  
7 7 0 BBFC..DDFC..AA.QOPGEEQOPG..QOP.RRR.. O99 P99 G99 E99 F97 R98 A99  
7 7 0 BBFCO.DDFCO.AA.QOPGEEQ.PG..Q.P.RRR.. O99 P99 G99 E99 F97 R98 A99  
7 7 0 .BBCO.DDFCOPAAFQOPGEEQ.PG..Q....RRR. G99 E99 F98 O99 R99 A99 B99  
7 7 0 BBFCOPDDFCOP.AAQOP.EEQ..G..Q..GRRR.. E99 R98 A98 F97 O99 P99 A99  
7 7 0 BBFC..DDFCO.GAAQO.GEEQOP...Q.P..RRRP G98 E99 A98 F97 A99 P98 R99  
7 7 0 .BBCO.DDFCO.AAFQO..EEQ.PG..Q.PG.RRRP P98 E99 F98 O99 R99 A99 B99  
7 7 0 .BBCO.DDFCO.AAFQOP.EEQ.PG..Q.PG.RRR. P99 E99 F98 O99 R99 A99 B99  
7 7 0 BBFCO.DDFCO..AAQOP.EEQ.PG..Q.PG.RRR. E99 A98 F97 R99 O99 P99 A99  
7 7 0 BB.CO.DDFCO.AAFQOPGEEQ.PG..Q.P.RRR.. G99 R98 E99 F98 O99 P99 A99  
7 7 0 BBFC.PDDFC.P.AAQOP.EEQO.G..QO.GRRR.. E99 A98 F97 R98 O99 P99 A99  
7 7 0 .BBC..DDFC..AAFQOPGEEQOPG..QOP...RRR G99 B99 E99 F98 O99 P99 A99  
7 7 0 BB.C..DDFC..AAFQ.PGEEQOPG..QOP.RRRO. O98 R98 P99 G99 E99 F98 A99  
7 7 0 .BBCOPDDFCOPAAFQOPGEEQ..G..Q.....RRR G99 B99 E99 F98 O99 P99 A99  
7 7 0 .BBCOPDD.COPAA.QOPGEEQ..G.FQ....FRRR B99 O99 P99 G99 E99 F99 A99  
7 7 0 .BBCO.DDFCO.AAFQOP.EEQ.PG..Q.PGRRR.. B99 R98 E99 F98 O99 P99 A99  
7 7 0 BB.COPDDFCOPAAFQOPGEEQ..G..Q...RRR.. G99 E99 F98 R98 O99 P99 A99  
7 7 0 BB.CO.DDFCO.AAFQO.GEEQ.PG..Q.P..RRRP O99 G99 E99 F98 A99 P98 R99  
7 7 0 .BBCOPDDFCOPAAFQOP.EEQ..G..Q..GRRR.. B99 E99 F98 R98 O99 P99 A99  
7 7 0 BB.C.PDDFC.PAAFQOPGEEQO.G..QO...RRR. G99 R99 E99 F98 O99 P99 A99  
7 7 0 .BBC..DDFCO.AAFQO.GEEQOPG..Q.P..RRRP B99 G99 E99 F98 A99 P98 R99  
7 7 0 .BBC..DDFCOPAAF.OPGEEQOPG..Q..RRRQ.. Q99 R97 G99 E99 F98 A99 B99  
7 7 0 BB.CO.DDFCO.AAFQO.GEEQ.PG..Q.P.RRR.P P98 O99 G99 R98 E99 F98 A99  
7 7 0 BBFC..DDFC...AAQOP.EEQOPG..QOPG.RRR. E99 A98 F97 R99 O99 P99 A99  
7 7 0 BBFC..DDFCO..AAQO.GEEQOPG..Q.P..RRRP G99 E99 A98 F97 A99 P98 R99  
7 7 0 BBFC..DDFC..AA.QOPGEEQOPG..QOP..RRR. G99 E99 F97 R99 O99 P99 A99  
7 7 0 .BBC..DDFCO.AAFQO.GEEQOPG..Q.PRRR..P P98 R97 G99 E99 F98 A99 B99  
7 7 0 BBFC..DDFC...AAQOPGEEQOPG..QOP...RRR G99 E99 A98 F97 O99 P99 A99  
7 7 0 BB.C..DDFC..AAFQO.GEEQOPG..QOP.RRR.P G99 P98 E99 R98 O99 F98 A99  
7 7 0 .BBC.P.DDC.PAAFQOPEEFQO.G..QO.GRRR.. R98 B99 O99 F99 D99 P99 A99  
7 7 0 BB.C..DDFCO.AAF.OPGEEQOPG..Q.PRRRQ.. Q99 R97 P99 G99 E99 F98 A99  
7 7 0 BBFC..DDFC..AA.QOPGEEQOPG..QOPRRR... R97 G99 E99 F97 O99 P99 A99  
7 7 0 BB.C..DDFC..AAFQOPGEEQOPG..QOPRRR... O99 R97 P99 G99 E99 F98 A99  
7 7 0 BB.C..DDFC..AAFQ.PGEEQOPG..QOPRRR.O. O98 R97 P99 G99 E99 F98 A99  
7 7 0 .BBCOP.DDCOPAA.QOP.EEQ..G.FQ..G.FRRR O99 E99 F99 B99 D99 P99 A99  
7 7 0 BB.C.PDDFC.PAAFQOPGEEQO.G..QO..RRR.. P99 G99 E99 R98 O99 F98 A99  
7 7 0 BBFC.PDDFCOPGAAQOPGEEQO....Q....RRR. G98 E99 A98 F97 R99 P99 A99  
7 7 0 BB.CO.DDFCO.AAFQOPGEEQ.PG..Q.PRRR... O99 R97 P99 G99 E99 F98 A99  
7 7 0 .BBC.PDDFC.PAAFQOP.EEQO.G..QO.GRRR.. B99 P99 E99 R98 O99 F98 A99  
7 7 0 .BBCO.DDFCO.AAFQOPGEEQ.PG..Q.P...RRR O99 P99 G99 E99 F98 A99 B99  
7 7 0 .BBC.PDDFC.PAAFQOPGEEQO.G..QO....RRR P99 O99 G99 E99 F98 A99 B99  
7 7 0 BBFC.PDDFCOP.AAQOPGEEQO.G..Q....RRR. G99 E99 A98 F97 R99 P99 A99  
7 7 0 BB.COPDDFCOPAAFQOPGEEQ..G..Q....RRR. G99 R99 E99 F98 O99 P99 A99  
7 7 0 BBFC.PDDFC.P.AAQOPGEEQO.G..QO....RRR G99 E99 A98 F97 O99 P99 A99  
7 7 0 BB.C..DDFCO.AAF.O.GEEQOPG..Q.PRRRQ.P P98 Q99 R97 G99 E99 F98 A99  
7 7 0 BBFC..DDFC...AAQ.P.EEQOPG..QOPGRRRO. E99 A98 O98 P99 F97 R98 A99  
7 7 0 .BBCO..DDCO.AAFQOPEEFQ.PG..Q.PG.RRR. F99 A99 D99 O99 R99 P99 B99  
7 7 0 BBFC.PDDFC.P.AAQOP.EEQO.G..QO.G.RRR. O99 E99 A98 F97 R99 P99 A99  
7 7 0 BBFC.PDDFC.PGAAQOPGEEQO....QO....RRR G98 E99 A98 F97 O99 P99 A99  
7 7 0 .BBC..DDFCO.AAFQOPGEEQOPG..Q.PRRR... P99 R97 G99 E99 F98 A99 B99  
7 7 0 .BBC..DDFC.PAAFQ.PGEEQOPG..QO.RRR.O. O98 R97 G99 E99 F98 A99 B99  
7 7 0 .BBCO.DDFCOPAAFQOPGEEQ.PG..Q..RRR... O99 R97 G99 E99 F98 A99 B99  
7 7 0 BBFC..DDFC..AA.Q..GEEQOPG..QOP.RRROP O98 P98 G99 E99 F97 R98 A99  
7 7 0 .BBC..DDFC.PAAFQOPGEEQOPG..QO.RRR... O99 R97 G99 E99 F98 A99 B99  
7 7 0 BBFC..DDFC...AAQO..EEQOPG..QOPG.RRRP O99 E99 A98 F97 A99 P98 R99  
7 7 0 .BBC..DDFC..AAFQOP.EEQOPG..QOPGRRR.. B99 E99 F98 R98 O99 P99 A99  
7 7 0 BBFCO.DDFCO..AAQO..EEQ.PG..Q.PG.RRRP O99 E99 A98 F97 A99 P98 R99  
7 7 0 BB.C..DDFC.PAAF..PGEEQOPG..QO.RRRQO. O98 Q99 R97 G99 E99 F98 A99  
7 7 0 BB.C..DDFC..AAFQO.GEEQOPG..QOPRRR..P O99 P98 R97 G99 E99 F98 A99  
7 7 0 BBFC..DDFC...AAQ...EEQOPG..QOPGRRROP E99 A98 O98 P98 F97 R98 A99  
7 7 0 BBFC..DDFCO..AAQOPGEEQOPG..Q.P..RRR. G99 E99 A98 F97 R99 P99 A99  
7 7 0 BB.C..DDFC..AAFQ..GEEQOPG..QOPRRR.OP O98 P98 R97 G99 E99 F98 A99  
7 7 0 BB.CO.DDFCO.AAFQO.GEEQ.PG..Q.PRRR..P O99 P98 R97 G99 E99 F98 A99  
7 7 0 BB.CO.DDFCOPAAF.OPGEEQ.PG..Q..RRRQ.. O99 Q99 R97 G99 E99 F98 A99  
7 7 0 BB.C..DDFC.PAAF.OPGEEQOPG..QO.RRRQ.. O99 Q99 R97 G99 E99 F98 A99  
7 7 0 BBFCO.DDFCO..AAQO..EEQ.PG..Q.PGRRR.P A98 E99 F97 A99 P98 R98 O99  
7 7 0 BBFC..DDFC..AA.QO.GEEQOPG..QOP.RRR.P O99 P98 G99 E99 F97 R98 A99  
7 7 0 .BBCO..DDCOPAA.QOPGEEQ.PG.FQ....FRRR O99 B99 D99 G99 E99 F99 A99  
7 7 0 BB....DDFCOPAAFCOPGEEQOPG..Q..RRRQ.. C99 Q99 R97 G99 E99 F98 A99  
7 7 0 BBFCO.DDFCO.AA.QO.GEEQ.PG..Q.P.RRR.P O99 P98 G99 E99 F97 R98 A99  
7 7 0 .BBC.P.DDCOPAA.QOPGEEQO.G.FQ....FRRR P99 B99 D99 G99 E99 F99 A99  
7 7 0 BBFCO.DDFCOPGAAQOPGEEQ.P...Q...RRR.. O99 G98 E99 R98 A98 F97 A99  
7 7 0 .BBCOPDDFCOPAAFQOP.EEQ..G..Q..G.RRR. O99 E99 F98 P99 R99 A99 B99  
7 7 0 BBFCO.DDFCO.AA.QOPGEEQ.PG..Q.P..RRR. G99 E99 F97 R99 O99 P99 A99  
7 7 0 BB.CO.GDDCOPGAAQOPEEFQ.P..FQ.....RRR F98 E98 G97 D99 O99 E99 F99  
7 7 0 .BBC...DDC...AAQOPGEEQOPG.FQOP..FRRR B99 P99 G99 D99 O99 E99 F99  
7 7 0 BBFC..DDFC..AA.Q..GEEQOPG..QOPRRR.OP P98 O98 R97 G99 E99 F97 A99  
7 7 0 BBFC.PDDFCOPGAAQOPGEEQO....Q..RRR... P99 R97 G98 E99 A98 F97 A99  
7 7 0 .BBC.P.DDC.PAAFQ.PEEFQO.G..QO.GRRRO. B99 O98 F99 R98 D99 P99 A99  
7 7 0 BB.CO.DDFCO.AAFQOPGEEQ.PG..Q.P..RRR. O99 G99 E99 P99 R99 F98 A99  
7 7 0 .BBC..DDFCO.AAFQOPGEEQOPG..Q.P..RRR. B99 G99 E99 P99 R99 F98 A99  
7 7 0 BBFC..DDFCOP.AA.OPGEEQOPG..Q..RRRQ.. Q99 A98 R97 G99 E99 F97 A99  
7 7 0 BB.C..DDFC..AAFQ..GEEQOPG..QOP.RRROP G99 O98 P98 R98 E99 F98 A99  
7 7 0 BB.CO.GDDCO.GAAQOPEE.Q.P..FQ.P..FRRR P99 E98 G97 D99 O99 E99 F99  
7 7 0 GBBC..GDDCO.AA.QOP.EEQOP..FQ.P..FRRR A99 G96 E99 D99 F99 P99 B99  
7 7 0 .BBCO.GDDCOPGAAQOPEE.Q.P..FQ....FRRR B99 E98 G97 D99 O99 E99 F99  
7 7 0 GBBC..GDDCO..AAQOPEE.QOP..FQ.P..FRRR E98 G96 E99 D99 F99 P99 B99  
7 7 0 GBBC..GDDC...AAQOP.EEQOP..FQOP..FRRR O99 G96 E99 D99 F99 P99 B99  
7 7 0 BB.COPGDDCOPGAAQOPEE.Q....FQ....FRRR P99 E98 G97 D99 O99 E99 F99  
7 7 0 GBBCO.GDDCO..AAQOP.EEQ.P..FQ.P..FRRR O99 G96 E99 D99 F99 P99 B99  
7 7 0 BBFC..DDFCOP..AAOPGEEQOPG..Q..RRRQ.. A97 Q99 R97 G99 E99 F97 A99  
7 7 0 BBFC..DDFC.P.AAQ.PGEEQOPG..QO..RRRO. A98 O98 G99 E99 F97 R98 A99  
7 7 0 .BBCO..DDCO..AAQOPGEEQ.PG.FQ.P..FRRR B99 G99 P99 D99 O99 E99 F99  
7 7 0 BB.C..GDDC..GAAQOPEE.QOP..FQOP..FRRR E98 G97 D99 E99 P99 F99 O99  
7 7 0 BBFC..DDFCO.AA..O.GEEQOPG..Q.PRRRQ.P P98 Q99 R97 G99 E99 F97 A99  
7 7 0 .BBC..GDDC..GAAQOP.EEQOP..FQOP..FRRR G97 E99 F99 P99 D99 O99 B99  
7 7 0 BBFCOPDDFCOPAA.QOPGEEQ..G..Q...RRR.. P99 O99 G99 E99 F97 R98 A99  
7 7 0 BBFCO.DDFCOP.AAQOPGEEQ.PG..Q...RRR.. A98 O99 G99 E99 F97 R98 A99  
7 7 0 .BBCO.GDDCO.GAAQOP.EEQ.P..FQ.P..FRRR B99 P99 G97 D99 O99 E99 F99  
7 7 0 BBFC.PDDFCOPAA..OPGEEQO.G..Q..RRRQ.. P99 Q99 R97 G99 E99 F97 A99  
7 7 0 .BBCO.DDFCO.AAFQO..EEQ.PG..Q.PGRRR.P E99 O99 P98 F98 R98 A99 B99  
7 7 0 BBFC..DDFCO.AA..OPGEEQOPG..Q.PRRRQ.. P99 Q99 R97 G99 E99 F97 A99  
7 7 0 BBFC..DDFC.PAA...PGEEQOPG..QO.RRRQO. O98 Q99 R97 G99 E99 F97 A99  
7 7 0 BBFC..DDFC.PAA..OPGEEQOPG..QO.RRRQ.. O99 Q99 R97 G99 E99 F97 A99  
7 7 0 .BBCOPGDDCOPGAAQOP.EEQ....FQ....FRRR B99 P99 G97 D99 O99 E99 F99  
7 7 0 BBFC.PDDFCOP.AAQOPGEEQO.G..Q...RRR.. P99 G99 E99 R98 A98 F97 A99  
7 7 0 BBFC..DDFC..AA.QO.GEEQOPG..QOPRRR..P P98 O99 R97 G99 E99 F97 A99  
7 7 0 BBFCO.DDFCOPAA..OPGEEQ.PG..Q..RRRQ.. O99 Q99 R97 G99 E99 F97 A99  
7 7 0 BBFCOPDDFCOPGAAQOPGEEQ.....Q.....RRR O99 G98 A98 P99 E99 F97 A99  
7 7 0 BBFCO.DDFCO.AA.QOPGEEQ.PG..Q.PRRR... R97 G99 E99 F97 O99 P99 A99  
7 7 0 BBFC..DDFC.P.AAQOPGEEQOPG..QO..RRR.. O99 G99 E99 R98 A98 F97 A99  
7 7 0 BBFC.PDDFC.PAA.QOPGEEQO.G..QO.RRR... P99 O99 R97 G99 E99 F97 A99  
7 7 0 BBFC.PDDFC.PAA.Q.PGEEQO.G..QO.RRR.O. P99 O98 R97 G99 E99 F97 A99  
7 7 0 BBFC..DDFC..AA.Q.PGEEQOPG..QOPRRR.O. P99 O98 R97 G99 E99 F97 A99  
7 7 0 BBFC..DDFC.PGAAQOPGEEQOP...QO...RRR. O99 G98 A98 E99 R99 F97 A99  
7 7 0 .BBC.PGDDCOPGAAQOPEE.QO...FQ....FRRR B99 E98 G97 E99 D99 F99 P99  
7 7 0 BBFC..DDFCO..AAQOPGEEQOPG..Q.PRRR... P99 A98 R97 G99 E99 F97 A99  
7 7 0 BB.C.PGDDCOPGAAQOPEEFQO...FQ.....RRR F98 E98 G97 E99 D99 F99 P99  
7 7 0 BBFCO.DDFCOPGAAQOPGEEQ.P...Q....RRR. O99 G98 A98 E99 R99 F97 A99  
7 7 0 BBFC..DDFCO..AAQO.GEEQOPG..Q.PRRR..P P98 A98 R97 G99 E99 F97 A99  
7 7 0 BBF...DDFCOPAA.COPGEEQOPG..Q..RRRQ.. C99 Q99 R97 G99 E99 F97 A99  
7 7 0 BBFC..DDFC.P.AAQOPGEEQOPG..QO...RRR. G99 O99 A98 E99 R99 F97 A99  
7 7 0 BBFC..DDFC.P.AAQ.PGEEQOPG..QO.RRR.O. O98 A98 R97 G99 E99 F97 A99  
7 7 0 .BBC..GDDCOPGAAQOPEEFQOP..FQ.....RRR F98 E98 G97 E99 F99 D99 B99  
7 7 0 BBFC..DDFCO.GAAQO.GEEQOP...Q.PRRR..P P98 R97 G98 E99 A98 F97 A99  
7 7 0 BBFC.PDDFCOP.AAQOPGEEQO.G..Q..RRR... P99 A98 R97 G99 E99 F97 A99  
7 7 0 BBFCO.DDFCOP.AAQOPGEEQ.PG..Q....RRR. G99 O99 A98 E99 R99 F97 A99  
7 7 0 BBFCO.DDFCOP.AAQOPGEEQ.PG..Q..RRR... O99 A98 R97 G99 E99 F97 A99  
7 7 0 BBFC..DDFC.P.AAQOPGEEQOPG..QO.RRR... O99 A98 R97 G99 E99 F97 A99  
7 7 0 .BBC..GDDCO.GAAQOPEE.QOP..FQ.P..FRRR P99 E98 G97 E99 F99 D99 B99  
7 7 0 .BBC.PGDDC.PGAAQOP.EEQO...FQO...FRRR G97 B99 D99 E99 P99 F99 O99  
7 7 0 .BBC.PDD.C.PAA.QOPGEEQO.G.FQO...FRRR B99 A99 G99 E99 P99 F99 O99  
7 7 0 .BBC..GDDC.PGAAQOPEE.QOP..FQO...FRRR O99 E98 G97 E99 F99 D99 B99  
7 7 0 .BBC.P.DDC.P.AAQOPGEEQO.G.FQO...FRRR G99 B99 D99 E99 P99 F99 O99  
7 7 0 .BBC...DDC..AAFQO.EEFQOPG..QOPGRRR.P O99 F99 A99 D99 P98 R98 B99  
7 7 0 .BBC.P.DDC.PAA.QOP.EEQO.G.FQO.G.FRRR A99 B99 D99 E99 P99 F99 O99  
7 7 0 BBFC..DDFC.PGAAQ.PGEEQOP...QO.RRR.O. O98 R97 G98 E99 A98 F97 A99  
7 7 0 BBFC..DDFC.PGAAQOPGEEQOP...QO.RRR... O99 R97 G98 E99 A98 F97 A99  
7 7 0 GBBC.PGDDCOP.AAQOPEE.QO...FQ....FRRR E98 G96 D99 E99 F99 P99 B99  
7 7 0 .BBCOP.DDCOP.AAQOPGEEQ..G.FQ....FRRR G99 O99 D99 E99 F99 P99 B99  
7 7 0 .BBCO.DDFCOPAAFQOPGEEQ.PG..Q...RRR.. O99 G99 E99 F98 R98 A99 B99  
7 7 0 BBFC..DDFCO..AAQO.GEEQOPG..Q.P.RRR.P A98 P98 G99 E99 F97 R98 A99  
