0 0 0 .BCCDE.B.FDE.AAF.G..HH.G...I.....I..  
1 1 0 .BCC.E.B.FDE.AAFDG..HH.G...I.....I.. D99  
1 1 0 .BCC.E.B.F.E.AAF.G..HHDG...ID....I.. D97  
1 1 0 .BCCDE.B.FDE.AAF....HH.....I.G...I.G G98  
1 1 0 .BCCDE.B.FDE.AAF.GHH...G...I.....I.. H98  
1 1 0 .BCCDE.B.FDE.AAF....HH.G...I.G...I.. G99  
1 1 0 .BCC.E.B.F.E.AAFDG..HHDG...I.....I.. D98  
1 1 0 .BCCDE.B.FDEAA.F.G..HH.G...I.....I.. A99  
1 1 0 .BCC.E.B.F.E.AAF.G..HH.G...ID....ID. D96  
1 1 0 .BCCDE.B.FDE.AAF.G.HH..G...I.....I.. H99  
1 1 0 .BCCDE.B.FDE.AAF.G...HHG...I.....I.. H99  
2 2 0 .BCC.E.B.FDE.AAFDG.HH..G...I.....I.. H99 D99  
2 2 0 .BCC.E.B.FDE.AAFDGHH...G...I.....I.. H98 D99  
2 2 0 .BCCDE.B.FDE.AAF..HH.......I.G...I.G H98 G98  
2 2 0 .BCCDE.B..DE.AAF.GHH.F.G...I.....I.. F99 H98  
2 2 0 .BCCDE.B.FDE.AAF.G.HHI.G...I........ I99 H99  
2 2 0 .BCCDE.B..DE.AAF.G.HHF.G...I.....I.. F99 H99  
2 2 0 .BCC.E.B.F.E.AAF.GHH...G...ID....ID. D96 H98  
2 2 0 .BCC.E.B.FDE.AAFDG...HHG...I.....I.. H99 D99  
2 2 0 .BCC.E.B.F.E.AAFDGHH..DG...I.....I.. D98 H98  
2 2 0 .BCCDE.B.FDE.AAF...HH......I.G...I.G H99 G98  
2 2 0 .BCC.E.B.FDE.AAFD...HH.....I.G...I.G G98 D99  
2 2 0 .BCC.E.B.F.E.AAF.GHH..DG...ID....I.. H98 D97  
2 2 0 .BCCDE.B.FDE.AAF......HH...I.G...I.G H98 G98  
2 2 0 .BCCDE.B.FDE.AAF.....HH....I.G...I.G H99 G98  
2 2 0 .BCC.E.B.FDE.AAFD...HH.G...I.G...I.. G99 D99  
2 2 0 .BCCDE.B.FDEAA.F....HH.....I.G...I.G A99 G98  
2 2 0 .BCCD..B.FD..AAF.E..HH.E...I.G...I.G E98 G98  
2 2 0 .BCC.E.B.FDEAA.FDG..HH.G...I.....I.. A99 D99  
2 2 0 .BCCD..B.FDE.AAF.E..HH.....I.G...I.G E99 G98  
2 2 0 .BCCDE.B.FDE.AAF.GHH.I.G...I........ I99 H98  
2 2 0 .BCC.E.B.F.E.AAF.G.HH..G...ID....ID. H99 D96  
2 2 0 .BCC.E.B.F.E.AAF....HH.....IDG...IDG D96 G98  
2 2 0 .BCC.E.B.F.E.AAF.G...HHG...ID....ID. H99 D96  
2 2 0 .B.CCE.B.FDE.AAFDG..HH.G...I.....I.. C99 D99  
2 2 0 .BCC.E.B.F.E.AAFD...HHD....I.G...I.G D98 G98  
2 2 0 .B.CCE.B.F.E.AAF.G..HH.G...ID....ID. C99 D96  
2 2 0 .BCCDE.B.FDEAA.F.G...HHG...I.....I.. H99 A99  
2 2 0 .BCC.E.B.F.E.AAF.G.HH.DG...ID....I.. H99 D97  
2 2 0 .BCC.E.B.F.EAA.F.G..HH.G...ID....ID. D96 A99  
2 2 0 .BCC.E.B.F.EAA.FDG..HHDG...I.....I.. A99 D98  
2 2 0 .BCC.E.B.F.E.AAF....HHD....IDG...I.G G98 D97  
2 2 0 .BCCDE.B.FDE.AAF.....HHG...I.G...I.. H99 G99  
2 2 0 .B.CCE.B.F.E.AAFDG..HHDG...I.....I.. C99 D98  
2 2 0 .BCCDE.B.FDEAA.F.G.HH..G...I.....I.. H99 A99  
2 2 0 .BCCDE.B.FDE.AAF...HH..G...I.G...I.. H99 G99  
2 2 0 .BCC.E.B.F.E.AAF....HHDG...IDG...I.. G99 D97  
2 2 0 .BCCDE.B.FDEAA.F....HH.G...I.G...I.. A99 G99  
2 2 0 .BCCD..B.FDE.AAF.E..HH.G...I.G...I.. E99 G99  
2 2 0 .BCC.E.B.F.EAA.F.G..HHDG...ID....I.. A99 D97  
2 2 0 .BCC.E.B.F.E.AAF....HH.G...IDG...ID. D96 G99  
2 2 0 .BCC.E.B.F.E.AAFDG.HH.DG...I.....I.. H99 D98  
2 2 0 .BCC.E.B.F.E.AAFD...HHDG...I.G...I.. D98 G99  
2 2 0 .B.CCE.B.F.E.AAF.G..HHDG...ID....I.. C99 D97  
2 2 0 .BCCDE.B.FDE.AAF..HH...G...I.G...I.. G99 H98  
2 2 0 .BCCDE.B.FDEAA.F.GHH...G...I.....I.. A99 H98  
8 8 0 ...FCC.B.F.E.B.AAE...HHG...IDG...ID. B99 A98 F99 C98 E99 G99 H99 D96  
8 8 0 ...FCC...F.E..AA.EHH.....B.IDG.B.IDG H98 B96 A99 F99 C98 D96 E99 G98  
8 8 0 ...FCC.B.F.E.BAADE.HH.DG...I.G...I.. B99 A99 F99 C98 E99 D98 H99 G99  
8 8 0 ...FCC...F.E.AA..E..HH...B.IDG.B.IDG A98 B96 A99 F99 C98 D96 E99 G98  
8 8 0 ...FCC...F.E..AA.E...HHG.B.IDG.B.ID. B96 A99 F99 C98 E99 G99 H99 D96  
8 8 0 ...FCC.B.F.E.BAA.E...HHG...IDG...ID. B99 A99 F99 C98 E99 G99 H99 D96  
8 8 0 ...FCC...F.E.BAA.E.B.HHG...IDG...ID. B98 A99 F99 C98 E99 G99 H99 D96  
8 8 0 ...FCC...F.E.B.AAE.B..HH...IDG...IDG B98 H98 A98 F99 C98 D96 E99 G98  
8 8 0 ...FCC...F.E...AAE.HH....B.IDG.B.IDG H99 B96 A98 F99 C98 D96 E99 G98  
8 8 0 ...FCC...F.E..AA.EHH...G.B.IDG.B.ID. H98 B96 A99 F99 C98 D96 E99 G99  
8 8 0 ...FCC...F.E..AADE.HH.DG.B.I.G.B.I.. H99 B96 A99 F99 C98 D98 E99 G99  
8 8 0 ...FCC.B.F.E.B.AAE....HH...IDG...IDG B99 H98 A98 F99 C98 D96 E99 G98  
8 8 0 ...FCC...F.E..AADE.HH.D..B.I.G.B.I.G H99 B96 A99 F99 C98 D98 E99 G98  
8 8 0 ...FCC...F.E...AAEHH.....B.IDG.B.IDG H98 B96 A98 F99 C98 D96 E99 G98  
8 8 0 ...FCC...F.E...AAE....HH.B.IDG.B.IDG B96 H98 A98 F99 C98 D96 E99 G98  
8 8 0 ...FCC...F.E...AAEHH...G.B.IDG.B.ID. H98 B96 A98 F99 C98 D96 E99 G99  
8 8 0 ...FCC...F.E..AA.E.HH..G.B.IDG.B.ID. H99 B96 A99 F99 C98 D96 E99 G99  
8 8 0 ...FCC.B.F.E.BAADEHH..DG...I.G...I.. B99 H98 A99 F99 C98 D98 E99 G99  
8 8 0 ...FCC.B.F...B.AAEHH...E...IDG...IDG H98 B99 A98 F99 C98 D96 E98 G98  
8 8 0 ...FCC...F.E..AA.E.HH.DG.B.IDG.B.I.. H99 B96 A99 F99 C98 E99 G99 D97  
8 8 0 ...FCC...F.EAA...E..HH.G.B.IDG.B.ID. A97 B96 A99 F99 C98 D96 E99 G99  
8 8 0 ...FCC...F.EAA..DE..HHDG.B.I.G.B.I.. A97 B96 A99 F99 C98 D98 E99 G99  
9 9 0 ...FCC.B.F.E.BAA.EHH.IDG...IDG...... I99 H98 B99 A99 F99 C98 E99 G99 D97  
9 9 0 ....CC...F...AAF.E.BHH.E.B.IDG...IDG F98 A98 B97 A99 F99 C98 D96 E98 G98  
9 9 0 ...FCC...F.EAA..DEHH..D..B.I.G.B.I.G A97 H98 B96 A99 F99 C98 D98 E99 G98  
9 9 0 ...FCC...F..AA...E.B.HHE.B.IDG...IDG H99 A97 B97 A99 F99 C98 D96 E98 G98  
9 9 0 ...FCC.B.F...BAA.EHH.I.E...IDG....DG I99 H98 B99 A99 F99 C98 D96 E98 G98  
9 9 0 ....CC...F.EAA.FDE.BHHD..B.I.G...I.G F98 A97 B97 A99 F99 C98 D98 E99 G98  
9 9 0 ....CC...F.EAA.F.E..HH.G.B.IDG.B.ID. F98 A97 B96 A99 F99 C98 D96 E99 G99  
9 9 0 ....CC...F.EAA.FDE..HHDG.B.I.G.B.I.. F98 A97 B96 A99 F99 C98 D98 E99 G99  
9 9 0 ...FCC...F.E.AA..E.HH.DG.B.IDG.B.I.. H99 A98 B96 A99 F99 C98 E99 G99 D97  
9 9 0 ...FCC...F...AA..E.B.HHE.B.IDG...IDG H99 A98 B97 A99 F99 C98 D96 E98 G98  
9 9 0 ....CC...F.E.AAFDE..HHDG.B.I.G.B.I.. F98 A98 B96 A99 F99 C98 D98 E99 G99  
9 9 0 ...FCC...F.E.AA..EHH...G.B.IDG.B.ID. H98 A98 B96 A99 F99 C98 D96 E99 G99  
9 9 0 ...FCC.B.F...BAADE.HHIDE...I.G.....G B99 I99 A99 F99 H99 C98 D98 E98 G98  
9 9 0 ...FCC...F.E.AA.DEHH..DG.B.I.G.B.I.. H98 A98 B96 A99 F99 C98 D98 E99 G99  
9 9 0 ...FCC.B.FD..BAADE.HHI.E...I.G.....G B99 A99 I99 F99 C98 E98 G98 H99 D99  
9 9 0 ...FCC...F.E..AADEHH.ID..B.I.G.B...G I99 H98 B96 A99 F99 C98 D98 E99 G98  
9 9 0 ...FCC...F.E.AA.DE.HH.DG.B.I.G.B.I.. H99 A98 B96 A99 F99 C98 D98 E99 G99  
9 9 0 ...FCC...F.EAA...E.B..HH.B.IDG...IDG H98 A97 B97 A99 F99 C98 D96 E99 G98  
9 9 0 ....CC...F...AAF.E..HH.E.B.IDG.B.IDG F98 A98 B96 A99 F99 C98 D96 E98 G98  
9 9 0 ...FCC...F....AA.EHH.I.E.B.IDG.B..DG I99 H98 B96 A99 F99 C98 D96 E98 G98  
9 9 0 ...FCC...F..AA...EHH...E.B.IDG.B.IDG H98 A97 B96 A99 F99 C98 D96 E98 G98  
9 9 0 ...FCC...F..AA...E...HHE.B.IDG.B.IDG H99 A97 B96 A99 F99 C98 D96 E98 G98  
9 9 0 ...FCC...F.E.BAA.E.B.IHH...IDG....DG I99 H98 B98 A99 F99 C98 D96 E99 G98  
9 9 0 ....CC...F...AAF.E..HHDE.B.IDG.B.I.G F98 A98 B96 A99 F99 C98 D97 E98 G98  
9 9 0 ....CC...F.E.AAF.E.BHHDG.B.IDG...I.. F98 A98 B97 A99 F99 C98 E99 G99 D97  
9 9 0 ....CC...F.EAA.F.E.BHHDG.B.IDG...I.. F98 A97 B97 A99 F99 C98 E99 G99 D97  
9 9 0 ....CC...F.EAA.F.E.BHH...B.IDG...IDG F98 A97 B97 A99 F99 C98 D96 E99 G98  
9 9 0 ....CC...F.E.AAFDE.BHHDG.B.I.G...I.. F98 A98 B97 A99 F99 C98 D98 E99 G99  
9 9 0 ...FCC.B.FDE.BAADEHH.I.G...I.G...... B99 A99 F99 C98 E99 G99 I99 H98 D99  
9 9 0 ...FCC...F..AA...EHH..DE.B.IDG.B.I.G H98 A97 B96 A99 F99 C98 D97 E98 G98  
9 9 0 ...FCC...F...AA..EHH..DE.B.IDG.B.I.G H98 A98 B96 A99 F99 C98 D97 E98 G98  
9 9 0 ...FCC.B.F.E.BAA.EHH.I.....IDG....DG B99 I99 A99 H98 F99 C98 D96 E99 G98  
9 9 0 ...FCC...F...AA..E.HH.DE.B.IDG.B.I.G H99 A98 B96 A99 F99 C98 D97 E98 G98  
9 9 0 ...FCC...F....AA.E.HHIDE.B.IDG.B...G I99 H99 B96 A99 F99 C98 D97 E98 G98  
9 9 0 ...FCC.B.FDE.BAADEHH.I.....I.G.....G B99 A99 F99 C98 E99 D99 I99 H98 G98  
9 9 0 ...FCC.B.F.E.B.AAE.HHI.....IDG....DG B99 I99 H99 A98 F99 C98 D96 E99 G98  
9 9 0 ...FCC.B.F...BAA.E.HHI.E...IDG....DG I99 H99 B99 A99 F99 C98 D96 E98 G98  
9 9 0 ...FCC.B.F...BAADEHH.IDE...I.G.....G B99 A99 F99 I99 H98 C98 D98 E98 G98  
9 9 0 ...FCC.B.F...B.AAEHH.I.E...IDG....DG B99 A98 F99 C98 I99 D96 E98 H98 G98  
9 9 0 ...FCC.B.F.E.BAADE.HHIDG...I.G...... B99 A99 F99 I99 C98 E99 D98 H99 G99  
9 9 0 ....CC...F..AA.FDE.BHHDE.B.I.G...I.G F98 A97 B97 A99 F99 C98 D98 E98 G98  
9 9 0 ...FCC.B.F.E.B.AAE.HHID....IDG.....G B99 A98 F99 C98 I99 H99 D97 E99 G98  
9 9 0 ....CC...F.EAA.F.E.BHHD..B.IDG...I.G F98 A97 B97 A99 F99 C98 D97 E99 G98  
9 9 0 ....CC...F.E.AAF.E.BHHD..B.IDG...I.G F98 A98 B97 A99 F99 C98 D97 E99 G98  
9 9 0 ...FCC...F.E.AA..E.B..HH.B.IDG...IDG A98 H98 B97 A99 F99 C98 D96 E99 G98  
9 9 0 ...FCC...F.E.AA..E.B.HH..B.IDG...IDG H99 A98 B97 A99 F99 C98 D96 E99 G98  
9 9 0 ...FCC...F...AA..E...HHE.B.IDG.B.IDG H99 A98 B96 A99 F99 C98 D96 E98 G98  
9 9 0 ...FCC...F.E..AA.E.B.IHH.B.IDG....DG I99 H98 B97 A99 F99 C98 D96 E99 G98  
9 9 0 ...FCC...F..AA...E.HH..E.B.IDG.B.IDG H99 A97 B96 A99 F99 C98 D96 E98 G98  
9 9 0 ...FCC.B.F.E.BAA.E.HHIDG...IDG...... I99 H99 B99 A99 F99 C98 E99 G99 D97  
9 9 0 ....CC...F..AA.F.E..HH.E.B.IDG.B.IDG F98 A97 B96 A99 F99 C98 D96 E98 G98  
9 9 0 ....CC...F.E.AAFDE.BHHD..B.I.G...I.G F98 A98 B97 A99 F99 C98 D98 E99 G98  
9 9 0 ...FCC.B.F.E.B.AAEHH.IDG...IDG...... B99 A98 F99 C98 E99 G99 I99 H98 D97  
9 9 0 ...FCC...F.EAA...E...HH..B.IDG.B.IDG A97 B96 A99 F99 C98 E99 H99 D96 G98  
9 9 0 ....CC...F..AA.F.E.BHH.E.B.IDG...IDG F98 A97 B97 A99 F99 C98 D96 E98 G98  
9 9 0 ...FCC.B.F.E.BAA.E.HHID....IDG.....G I99 B99 A99 F99 H99 C98 D97 E99 G98  
9 9 0 ...FCC.B.F...BAA.E.HHIDE...IDG.....G B99 A99 F99 C98 I99 H99 D97 E98 G98  
9 9 0 ...FCC...FD..AA.DE...HHE.B.I.G.B.I.G A98 B96 A99 F99 C98 E98 G98 H99 D99  
9 9 0 ...FCC.B.F.E.B.AAEHH.I.....IDG....DG B99 I99 A98 H98 F99 C98 D96 E99 G98  
9 9 0 ....CC...F.EAA.FDE.BHHDG.B.I.G...I.. F98 A97 B97 A99 F99 C98 D98 E99 G99  
9 9 0 ...FCC...F.E.AA..E.HH..G.B.IDG.B.ID. H99 A98 B96 A99 F99 C98 D96 E99 G99  
9 9 0 ...FCC.B.F.E.B.AAEHH.ID....IDG.....G I99 B99 A98 F99 H98 C98 D97 E99 G98  
9 9 0 ....CC...F..AA.F.E..HHDE.B.IDG.B.I.G F98 A97 B96 A99 F99 C98 D97 E98 G98  
9 9 0 ...FCC...FD.AA..DE...HHE.B.I.G.B.I.G A97 B96 A99 F99 C98 E98 G98 H99 D99  
9 9 0 ...FCC...FDEAA..DEHH...G.B.I.G.B.I.. H98 A97 B96 A99 F99 C98 E99 G99 D99  
9 9 0 ...FCC...FDEAA..DE...HHG.B.I.G.B.I.. H99 A97 B96 A99 F99 C98 E99 G99 D99  
9 9 0 ....CC...FDEAA.FDE..HH.G.B.I.G.B.I.. F98 A97 B96 A99 F99 C98 E99 G99 D99  
9 9 0 ...FCC.B.F.E.BAA.EHH.ID....IDG.....G B99 A99 I99 F99 H98 C98 D97 E99 G98  
9 9 0 ...FCC.B.F...B.AAE.HHIDE...IDG.....G B99 A98 F99 C98 I99 H99 D97 E98 G98  
9 9 0 ...FCC...FDEAA..DE.HH..G.B.I.G.B.I.. H99 A97 B96 A99 F99 C98 E99 G99 D99  
9 9 0 ...FCC...FDEAA..DE.B.HH..B.I.G...I.G A97 B97 A99 F99 C98 E99 G98 H99 D99  
9 9 0 ...FCC...FDE.AA.DE.B.HH..B.I.G...I.G A98 B97 A99 F99 C98 E99 G98 H99 D99  
9 9 0 ...FCC...F..AA...E.HH.DE.B.IDG.B.I.G H99 A97 B96 A99 F99 C98 D97 E98 G98  
9 9 0 ...FCC...FD..AA.DE.B.HHE.B.I.G...I.G A98 B97 A99 F99 C98 E98 G98 H99 D99  
9 9 0 ...FCC.B.F.E.BAA.E.HHI.....IDG....DG B99 A99 F99 C98 D96 E99 G98 I99 H99  
9 9 0 ...FCC.B.F.E.BAADEHH.IDG...I.G...... B99 A99 F99 C98 E99 G99 I99 D98 H98  
9 9 0 ...FCC...FDE.AA.DE...HH..B.I.G.B.I.G A98 B96 A99 F99 C98 E99 G98 H99 D99  
9 9 0 ...FCC...FDEAA..DE...HH..B.I.G.B.I.G A97 B96 A99 F99 C98 E99 G98 H99 D99  
9 9 0 ...FCC...F....AA.EHH.IDE.B.IDG.B...G I99 H98 B96 A99 F99 C98 D97 E98 G98  
9 9 0 ...FCC...FDE..AADE.B.IHH.B.I.G.....G B97 A99 F99 C98 E99 I99 H98 G98 D99  
9 9 0 ...FCC...FD.AA..DE.B.HHE.B.I.G...I.G A97 B97 A99 F99 C98 E98 G98 H99 D99  
9 9 0 ...FCC...FDE..AADE...IHH.B.I.G.B...G B96 A99 F99 C98 E99 I99 H98 G98 D99  
9 9 0 ...FCC.B.F.E.BAADE.HHID....I.G.....G B99 A99 F99 C98 I99 H99 D98 E99 G98  
9 9 0 ...FCC.B.FDE.BAADE...IHH...I.G.....G B99 A99 F99 C98 E99 I99 H98 G98 D99  
9 9 0 ...FCC...FDE.BAADE.B.IHH...I.G.....G B98 A99 F99 C98 E99 I99 H98 G98 D99  
9 9 0 ...FCC...F.E.AA..E...HHG.B.IDG.B.ID. H99 A98 B96 A99 F99 C98 D96 E99 G99  
9 9 0 ...FCC...F.E..AA.E...IHH.B.IDG.B..DG B96 I99 A99 H98 F99 C98 D96 E99 G98  
9 9 0 ...FCC...FDE.AA.DE...HHG.B.I.G.B.I.. A98 H99 B96 A99 F99 C98 E99 G99 D99  
9 9 0 ...FCC.B.FDE.BAADE.HHI.G...I.G...... B99 A99 I99 F99 C98 H99 E99 G99 D99  
9 9 0 ...FCC...F.E.AA..E.HH.D..B.IDG.B.I.G H99 A96 B96 A98 F99 C98 D97 E99 G98  
9 9 0 ...FCC...FD.AA..DEHH...E.B.I.G.B.I.G H98 A97 B96 A99 F99 C98 E98 G98 D99  
9 9 0 ...FCC...F.E..AA.E.HHIDG.B.IDG.B.... I99 H99 B96 A99 F99 C98 E99 G99 D97  
9 9 0 ...FCC.B.FD..BAADEHH.I.E...I.G.....G B99 A99 F99 C98 E98 D99 I99 H98 G98  
9 9 0 ...FCC.B.F...B.AAE.HHI.E...IDG....DG B99 A98 F99 C98 D96 E98 G98 I99 H99  
9 9 0 ...FCC...FDEAA..DE....HH.B.I.G.B.I.G A97 B96 H98 A99 F99 C98 E99 G98 D99  
9 9 0 ...FCC.B.FDE.BAADE.HHI.....I.G.....G B99 A99 I99 H99 F99 C98 E99 G98 D99  
9 9 0 ....CC...F.EAA.F.E.BHH.G.B.IDG...ID. F98 A97 B97 A99 F99 C98 D96 E99 G99  
9 9 0 ...FCC...F.EAA...E....HH.B.IDG.B.IDG A97 B96 A99 H98 F99 C98 D96 E99 G98  
9 9 0 ...FCC.B.F.E.BAA.E...IHH...IDG....DG B99 I99 A99 H98 F99 C98 D96 E99 G98  
9 9 0 ...FCC.B.F.E.B.AAE.HHI.G...IDG....D. I99 H99 B99 A98 F99 C98 D96 E99 G99  
9 9 0 ...FCC...F.E.AA..E....HH.B.IDG.B.IDG A98 B96 A99 H98 F99 C98 D96 E99 G98  
9 9 0 ...FCC...FDE.AA.DE....HH.B.I.G.B.I.G A98 B96 H98 A99 F99 C98 E99 G98 D99  
9 9 0 ...FCC...F.EAA...E.B.HHG.B.IDG...ID. H99 A97 B97 A99 F99 C98 D96 E99 G99  
9 9 0 ...FCC...FDE.AA.DE.HH..G.B.I.G.B.I.. A98 H99 B96 A99 F99 C98 E99 G99 D99  
9 9 0 ....CC...FDE.AAFDE..HH.G.B.I.G.B.I.. F98 A98 B96 A99 F99 C98 E99 G99 D99  
9 9 0 ...FCC...FDE.AA.DE.B..HH.B.I.G...I.G A98 B97 H98 A99 F99 C98 E99 G98 D99  
9 9 0 ...FCC...F.E...AAE.HHID..B.IDG.B...G I99 H99 B96 A98 F99 C98 D97 E99 G98  
9 9 0 ...FCC...FDE..AADE.HHI.G.B.I.G.B.... I99 H99 B96 A99 F99 C98 E99 G99 D99  
9 9 0 ...FCC...FDE.AA.DEHH...G.B.I.G.B.I.. H98 A98 B96 A99 F99 C98 E99 G99 D99  
9 9 0 ...FCC...FDEAA..DE.B..HH.B.I.G...I.G A97 B97 H98 A99 F99 C98 E99 G98 D99  
9 9 0 ...FCC...FDE..AADEHH.I.G.B.I.G.B.... I99 H98 B96 A99 F99 C98 E99 G99 D99  
9 9 0 ...FCC...F.EAA...EHH..D..B.IDG.B.I.G A95 H98 B96 A98 F99 C98 D97 E99 G98  
9 9 0 ...FCC...F.E...AAEHH.ID..B.IDG.B...G I99 H98 B96 A98 F99 C98 D97 E99 G98  
9 9 0 ...FCC...F.EAA...E.HH.D..B.IDG.B.I.G H99 A95 B96 A98 F99 C98 D97 E99 G98  
9 9 0 ...FCC...F.E.AA..EHH..D..B.IDG.B.I.G A96 H98 B96 A98 F99 C98 D97 E99 G98  
9 9 0 ...FCC...F.E.AA.DEHH..D..B.I.G.B.I.G A98 H98 B96 A99 F99 C98 D98 E99 G98  
9 9 0 ....CC...F.EAA.F.E..HHD..B.IDG.B.I.G F98 A95 B96 A98 F99 C98 D97 E99 G98  
9 9 0 ....CC...F.E.AAF.E..HHD..B.IDG.B.I.G F98 A96 B96 A98 F99 C98 D97 E99 G98  
9 9 0 ...FCC.B.F...B.AAEHH.IDE...IDG.....G B99 A98 F99 I99 H98 C98 D97 E98 G98  
9 9 0 ...FCC...FDE.AA.DE.B.HHG.B.I.G...I.. A98 B97 A99 H99 F99 C98 E99 G99 D99  
9 9 0 ...FCC.B.F.E.B.AAEHH.I.G...IDG....D. B99 I99 A98 F99 C98 E99 G99 D96 H98  
9 9 0 ....CC...FDEAA.FDE..HH...B.I.G.B.I.G F98 A97 B96 A99 F99 C98 E99 G98 D99  
9 9 0 ....CC...FD.AA.FDE..HH.E.B.I.G.B.I.G F98 A97 B96 A99 F99 C98 E98 G98 D99  
9 9 0 ...FCC...FDEAA..DE.B.HHG.B.I.G...I.. A97 B97 A99 H99 F99 C98 E99 G99 D99  
9 9 0 ...FCC...F...AA..E.HH..E.B.IDG.B.IDG H99 A98 B96 A99 F99 C98 D96 E98 G98  
9 9 0 ...FCC...F.EAA...E.B.HH..B.IDG...IDG H99 A97 B97 A99 F99 C98 D96 E99 G98  
9 9 0 ...FCC.B.F...BAA.EHH.IDE...IDG.....G B99 A99 F99 I99 H98 C98 D97 E98 G98  
9 9 0 ....CC...F...AAFDE.BHHDE.B.I.G...I.G F98 A98 B97 A99 F99 C98 D98 E98 G98  
9 9 0 ...FCC...F..AA..DEHH..DE.B.I.G.B.I.G H98 A97 B96 A99 F99 C98 D98 E98 G98  
9 9 0 ....CC...FD.AA.FDE.BHH.E.B.I.G...I.G F98 A97 B97 A99 F99 C98 E98 G98 D99  
9 9 0 ....CC...F..AA.FDE..HHDE.B.I.G.B.I.G F98 A97 B96 A99 F99 C98 D98 E98 G98  
9 9 0 ...FCC...F..AA..DE.HH.DE.B.I.G.B.I.G H99 A97 B96 A99 F99 C98 D98 E98 G98  
9 9 0 ....CC...FDEAA.FDE.BHH.G.B.I.G...I.. F98 A97 B97 A99 F99 C98 E99 G99 D99  
9 9 0 ...FCC.B.F.E.BAA.EHH.I.G...IDG....D. B99 I99 A99 F99 C98 E99 G99 D96 H98  
9 9 0 ...FCC.B.F.E.B.AAE.HHIDG...IDG...... B99 A98 I99 F99 C98 H99 E99 G99 D97  
9 9 0 ...FCC...F.E...AAE.B.IHH.B.IDG....DG I99 H98 B97 A98 F99 C98 D96 E99 G98  
9 9 0 ....CC...FDE.AAFDE.BHH...B.I.G...I.G F98 A98 B97 A99 F99 C98 E99 G98 D99  
9 9 0 ....CC...FDE.AAFDE.BHH.G.B.I.G...I.. F98 A98 B97 A99 F99 C98 E99 G99 D99  
9 9 0 ...FCC...FDEAA..DEHH.....B.I.G.B.I.G H98 A97 B96 A99 F99 C98 E99 G98 D99  
9 9 0 ...FCC...FDE.AA.DEHH.....B.I.G.B.I.G A98 H98 B96 A99 F99 C98 E99 G98 D99  
9 9 0 ....CC...FDEAA.FDE.BHH...B.I.G...I.G F98 A97 B97 A99 F99 C98 E99 G98 D99  
9 9 0 ....CC...FDE.AAFDE..HH...B.I.G.B.I.G F98 A98 B96 A99 F99 C98 E99 G98 D99  
9 9 0 ....CC...FD..AAFDE.BHH.E.B.I.G...I.G F98 A98 B97 A99 F99 C98 E98 G98 D99  
9 9 0 ...FCC...F.E...AAE...IHH.B.IDG.B..DG B96 A98 F99 C98 E99 I99 H98 D96 G98  
9 9 0 ...FCC...FD..AA.DEHH...E.B.I.G.B.I.G H98 A98 B96 A99 F99 C98 E98 G98 D99  
9 9 0 ....CC...FD..AAFDE..HH.E.B.I.G.B.I.G F98 A98 B96 A99 F99 C98 E98 G98 D99  
9 9 0 ...FCC...FDE..AADE.HHI...B.I.G.B...G I99 H99 B96 A99 F99 C98 E99 G98 D99  
9 9 0 ...FCC.B.F.E.B.AAE...IHH...IDG....DG B99 A98 F99 C98 E99 I99 H98 D96 G98  
9 9 0 ...FCC...F.E.B.AAE.B.IHH...IDG....DG B98 A98 F99 C98 E99 I99 H98 D96 G98  
9 9 0 ...FCC...FD.AA..DE.HH..E.B.I.G.B.I.G H99 A97 B96 A99 F99 C98 E98 G98 D99  
9 9 0 ...FCC...FDE.AA.DE.HH....B.I.G.B.I.G H99 A98 B96 A99 F99 C98 E99 G98 D99  
9 9 0 ...FCC.B.F.E.BAADEHH.ID....I.G.....G B99 A99 F99 I99 H98 C98 D98 E99 G98  
9 9 0 ...FCC...F....AA.E.HHI.E.B.IDG.B..DG I99 H99 B96 A99 F99 C98 D96 E98 G98  
9 9 0 ....CC...F.E.AAF.E..HHDG.B.IDG.B.I.. F98 A98 B96 A99 F99 C98 E99 G99 D97  
9 9 0 ...FCC...F.E.AA..EHH..DG.B.IDG.B.I.. H98 A98 B96 A99 F99 C98 E99 G99 D97  
9 9 0 ...FCC...FD..AA.DE.HH..E.B.I.G.B.I.G H99 A98 B96 A99 F99 C98 E98 G98 D99  
9 9 0 ...FCC...FDE..AADEHH.I...B.I.G.B...G I99 H98 B96 A99 F99 C98 E99 G98 D99  
9 9 0 ...FCC...FDEAA..DE.HH....B.I.G.B.I.G H99 A97 B96 A99 F99 C98 E99 G98 D99  
9 9 0 ...FCC.B.F.E.BAA.E.HHI.G...IDG....D. B99 I99 A99 F99 C98 E99 G99 H99 D96  
9 9 0 ....CC...F.E.AAF.E..HH.G.B.IDG.B.ID. F98 A98 B96 A99 F99 C98 D96 E99 G99  
9 9 0 ...FCC...F.E.AA..E.B.HHG.B.IDG...ID. A96 H99 B97 A98 F99 C98 D96 E99 G99  
9 9 0 ....CC...F..AA.F.E.BHHDE.B.IDG...I.G F98 A97 B97 A99 F99 C98 D97 E98 G98  
9 9 0 ...FCC...F.EAA...E.HH..G.B.IDG.B.ID. A95 H99 B96 A98 F99 C98 D96 E99 G99  
