0 0 0 B..OOOB..C.PAA.CDPQQQ.DP..E.FFGGEHH.  
1 1 0 B.OOO.B..C.PAA.CDPQQQ.DP..E.FFGGEHH. O99  
1 1 0 B..OOOB....PAA.CDPQQQCDP..E.FFGGEHH. C99  
1 1 0 B..OOOB..C.PAA.CDP.QQQDP..E.FFGGEHH. Q99  
1 1 0 B..OOOB..C.PAA.CDPQQQ.DP..E.FFGGE.HH H99  
1 1 0 B..OOOB..CDPAA.CDPQQQ..P..E.FFGGEHH. D99  
1 1 0 BOOO..B..C.PAA.CDPQQQ.DP..E.FFGGEHH. O98  
1 1 0 B..OOOB..C.P.AACDPQQQ.DP..E.FFGGEHH. A99  
1 1 0 B..OOOB....PAA..DPQQQCDP..ECFFGGEHH. C98  
1 1 0 B..OOOB..C.PAA.CDPQQQ.DP..EFF.GGEHH. F99  
2 2 0 B.OOO.B..C.PAA.CDPQQQ.DP..EFF.GGEHH. F99 O99  
2 2 0 B.OOO.B..C.PAA.CDPQQQ.DP..E.FFGGE.HH H99 O99  
2 2 0 B..OOOB..C.PAA.CDP.QQQDP..E.FFGGE.HH H99 Q99  
2 2 0 B..OOOB..CDP.AACDPQQQ..P..E.FFGGEHH. A99 D99  
2 2 0 B..OOOB....P..AADPQQQCDP..ECFFGGEHH. A98 C98  
2 2 0 B..OOOB..C..AA.CD.QQQ.DP..EFFPGGEHHP P98 F99  
2 2 0 B..OOOB...DPAA..DPQQQC.P..ECFFGGEHH. C98 D99  
2 2 0 B.OOO.B..C.PAA.CDP.QQQDP..E.FFGGEHH. Q99 O99  
2 2 0 BOOO..B..CDPAA.CDPQQQ..P..E.FFGGEHH. O98 D99  
2 2 0 B..OOOB..CDPAA.CDPQQQ..P..E.FFGGE.HH D99 H99  
2 2 0 B.OOO.B..CDPAA.CDPQQQ..P..E.FFGGEHH. D99 O99  
2 2 0 B..OOOB....PAA.CDPQQQCDP..E.FFGGE.HH H99 C99  
2 2 0 B..OOOB..C.P.AACDPQQQ.DP..E.FFGGE.HH A99 H99  
2 2 0 B..OOOB....PAA..DPQQQ.DP..ECFFGGECHH C97 H99  
2 2 0 B.OOO.B..C.P.AACDPQQQ.DP..E.FFGGEHH. A99 O99  
2 2 0 B..OOOB....PAA..DPQQQCDP..ECFFGGE.HH C98 H99  
2 2 0 BOOO..B..C.PAA.CDPQQQ.DP..E.FFGGE.HH O98 H99  
2 2 0 B.OOOPB..C.PAA.CDPQQQ.D...E.FFGGEHH. P99 O99  
2 2 0 B..OOOB..C.PAA.CDP.QQQDP..EFF.GGEHH. F99 Q99  
2 2 0 B..OOOB..C.PAA.CDPQQQ.DP..EFF.GGE.HH F99 H99  
2 2 0 B..OOOB..C.P.AACDPQQQ.DP..EFF.GGEHH. F99 A99  
2 2 0 B..OOOB..CDPAA.CDP.QQQ.P..E.FFGGEHH. D99 Q99  
2 2 0 B.OOO.B....PAA..DPQQQCDP..ECFFGGEHH. C98 O99  
2 2 0 B..OOOB..C.P.AACDP.QQQDP..E.FFGGEHH. A99 Q99  
2 2 0 BOOO..B..C.PAA.CDP.QQQDP..E.FFGGEHH. O98 Q99  
2 2 0 B.OOO.B....PAA.CDPQQQCDP..E.FFGGEHH. C99 O99  
2 2 0 B..OOOB....PAA.CDPQQQCDP..EFF.GGEHH. F99 C99  
2 2 0 BOOO..B..C.PAA.CDPQQQ.DP..EFF.GGEHH. F99 O98  
2 2 0 B..OOOB..C..AA.CDPQQQ.DP..EFFPGGEHH. P99 F99  
2 2 0 B..OOOB....P.AA.DPQQQCDP..ECFFGGEHH. C98 A99  
2 2 0 B..OOOB...DPAA.CDPQQQC.P..E.FFGGEHH. D99 C99  
2 2 0 ...OOOB..C.PBAACDPQQQ.DP..E.FFGGEHH. B99 A99  
2 2 0 BOOOD.B..CDPAA.C.PQQQ..P..E.FFGGEHH. D98 O98  
2 2 0 B..OOOB....P.AACDPQQQCDP..E.FFGGEHH. A99 C99  
2 2 0 B..OOOB..CDPAA.CDPQQQ..P..EFF.GGEHH. F99 D99  
2 2 0 BOOO..B..C.P.AACDPQQQ.DP..E.FFGGEHH. A99 O98  
2 2 0 BOOO.PB..C.PAA.CDPQQQ.D...E.FFGGEHH. P99 O98  
2 2 0 BOOO..B....PAA.CDPQQQCDP..E.FFGGEHH. O98 C99  
2 2 0 BOOO..B....PAA..DPQQQCDP..ECFFGGEHH. C98 O98  
2 2 0 B..OOOB..CDPAA.CDP..QQQP..E.FFGGEHH. Q98 D99  
6 6 0 BOOODPB...DPAA...P..QQQ...ECFFGGECHH Q98 C97 H99 P99 D98 O98  
6 6 0 BOOODPB...DPAA...P.QQQ....ECFFGGECHH Q99 C97 H99 P99 D98 O98  
6 6 0 BOOO.PB..CDP.AACDP.QQQ....EFF.GGEHH. A99 D99 Q99 P99 F99 O98  
6 6 0 .OOO.P...C.P.AACDPBQQQD.B.EFF.GGEHH. B97 A99 Q99 P99 F99 O98  
6 6 0 BOOODPB...DP...AAPQQQ.....ECFFGGECHH A97 C97 H99 P99 D98 O98  
6 6 0 BOOODPB...DP..AA.PQQQ.....ECFFGGECHH A98 C97 H99 P99 D98 O98  
6 6 0 .OOO..B..C..BAACD..QQQDP..EFFPGGEHHP O98 P98 F99 B99 A99 Q99  
6 6 0 BOOODPB...DP.AA..PQQQ.....ECFFGGECHH A99 C97 H99 P99 D98 O98  
6 6 0 BOOO..B..CDP.AACDP..QQQP..EFF.GGE.HH O98 Q98 H99 F99 A99 D99  
6 6 0 BOOOD.B..CD..AAC.P.QQQ.P..EFFPGGEHH. A99 D98 Q99 P99 F99 O98  
6 6 0 .OOO..B....PBAACDPQQQCDP..EFF.GGE.HH F99 C99 H99 O98 B99 A99  
6 6 0 .OOOD.B..CDPBAAC.P..QQQP..EFF.GGEHH. Q98 D98 F99 O98 B99 A99  
6 6 0 .OOODPB...DPBAAC.PQQQC....E.FFGGEHH. P99 D98 C99 O98 B99 A99  
6 6 0 B.OOO.B..CDP.AACDP..QQQP..EFF.GGE.HH O99 Q98 H99 F99 A99 D99  
6 6 0 ...OOO...CDP.AACDPB.QQQPB.EFF.GGE.HH B97 Q98 H99 F99 A99 D99  
6 6 0 .OOO..B....PBAA.DP.QQQDP..ECFFGGECHH Q99 C97 H99 O98 B99 A99  
6 6 0 ...OOO...CDPBAACDPB.QQQP..EFF.GGE.HH B98 Q98 H99 F99 A99 D99  
6 6 0 ...OOOB..CDPBAACDP..QQQP..EFF.GGE.HH B99 Q98 H99 F99 A99 D99  
6 6 0 BOOOD.B..CD..AAC.P..QQQP..EFFPGGEHH. A99 Q98 D98 P99 F99 O98  
6 6 0 .OOO.PB....PBAACDPQQQCD...E.FFGGE.HH P99 C99 H99 O98 B99 A99  
6 6 0 B.OOO.B..CD.AA.CDP.QQQ.P..EFFPGGE.HH P99 D99 Q99 H99 F99 O99  
6 6 0 B.OOOPB..CDPAA.CDP.QQQ....EFF.GGE.HH P99 D99 Q99 H99 F99 O99  
6 6 0 .OOOD.B...DPBAAC.PQQQC.P..E.FFGGE.HH D98 C99 H99 O98 B99 A99  
6 6 0 B.OOOPB..CDP.AACDP.QQQ....EFF.GGEHH. A99 P99 F99 D99 Q99 O99  
6 6 0 OOO...B.....BAACD.QQQCDP..EFFPGGEHHP O97 C99 P98 B99 F99 A99  
6 6 0 ..OOO.B.....BAACD.QQQCDP..EFFPGGEHHP O99 C99 P98 B99 F99 A99  
6 6 0 ..OOO......P.AA.DPBQQQDPB.ECFFGGECHH B97 Q99 C97 A99 H99 O99  
6 6 0 .OOODPB...DPBAA..PQQQC....ECFFGGEHH. P99 D98 C98 O98 B99 A99  
6 6 0 BOOO.PB...DPAA..DP...QQQ..ECFFGGECHH Q97 C97 P99 H99 O98 D99  
6 6 0 B.OOOPB....P.AA.DP.QQQD...ECFFGGECHH P99 Q99 C97 A99 H99 O99  
6 6 0 .OOO..B...DPBAACDPQQQC.P..EFF.GGEHH. D99 B99 A99 O98 F99 C99  
6 6 0 BOOO.PB...DP.AACDPQQQC....EFF.GGEHH. D99 P99 A99 O98 F99 C99  
6 6 0 B.OOOPB....P..AADP.QQQD...ECFFGGECHH A98 Q99 C97 P99 H99 O99  
6 6 0 BOOO..B...DP.AA.DP.QQQ.P..ECFFGGECHH D99 O98 A99 Q99 C97 H99  
6 6 0 ..OOOPB....PB.AADPQQQ.D...ECFFGGECHH B99 A98 C97 P99 H99 O99  
6 6 0 .OOOD.B...DPBAA..PQQQC.P..ECFFGGE.HH H99 D98 C98 O98 B99 A99  
6 6 0 .OOO.......P.AA.DPBQQQDPB.ECFFGGECHH B97 O98 A99 Q99 C97 H99  
6 6 0 B.OOOPB...DP..AADPQQQ.....ECFFGGECHH D99 A98 C97 P99 H99 O99  
6 6 0 .OOO.......PBAA.DPBQQQDP..ECFFGGECHH B98 O98 A99 Q99 C97 H99  
6 6 0 ..OOO....C...AACDPBQQQDPB.EFFPGGEHH. B97 O99 P99 A99 F99 Q99  
6 6 0 OOO..PB..C.PBAACDPQQQ.D...EFF.GGE.HH F99 P99 H99 O97 B99 A99  
6 6 0 ..OOO.B....PBAACDPQQQCDP..EFF.GGE.HH H99 B99 F99 C99 A99 O99  
6 6 0 OOOC..B..C.PB.AADPQQQ.DP..E.FFGGE.HH A98 C99 H99 O97 B99 A99  
6 6 0 ..OOOP...CDPBAACDPBQQQ....E.FFGGEHH. B98 A99 P99 D99 Q99 O99  
6 6 0 .OOODPB...DPB..AAPQQQC....ECFFGGEHH. B99 P99 A97 C98 D98 O98  
6 6 0 OOO.D.B...DPB.AA.PQQQ..P..ECFFGGECHH D98 O97 B99 A98 C97 H99  
6 6 0 BOOO.PB..CDPAA.CDP..EQQQ..E.FF.GGHH. G99 E99 Q97 P99 O98 D99  
6 6 0 OOO.D.B..CDPBAAC.PQQQ..P..EFF.GGE.HH F99 D98 H99 O97 B99 A99  
6 6 0 BOOOD.B..CD..AAC...QQQ.P..EFFPGGEHHP P98 A99 D98 O98 F99 Q99  
6 6 0 .OOO.PB....PBAA.DPQQQCD...ECFFGGE.HH B99 C98 A99 P99 O98 H99  
6 6 0 ...OOO....DPBAA.DPBQQQ.P..ECFFGGECHH D99 B98 A99 Q99 C97 H99  
6 6 0 ..OOO.B...DPBAACDPQQQC.P..EFF.GGEHH. D99 B99 F99 C99 A99 O99  
6 6 0 .OOODPB..CDPBAAC.PQQQ.....E.FFGGE.HH H99 D98 P99 O98 B99 A99  
6 6 0 OOO...B....PBAACDPQQQCDP..EFF.GGE.HH F99 C99 H99 O97 B99 A99  
6 6 0 B.OOOPB..CDPAAECDP..EQQQ....FFGGHH.. H99 E98 Q97 P99 D99 O99  
6 6 0 OOO...B....PBAA.DP.QQQDP..ECFFGGECHH Q99 C97 H99 O97 B99 A99  
6 6 0 .OOODPB..CDPBAAC.P..QQQ...E.FFGGEHH. Q98 D98 P99 O98 B99 A99  
6 6 0 .OOODPB..CDPBAAC.P...QQQ..E.FFGGEHH. Q97 D98 P99 O98 B99 A99  
6 6 0 OOOC..B..C.PBAA.DPQQQ.DP..EFF.GGE.HH F99 C99 H99 O97 B99 A99  
6 6 0 OOO..PB..CDPBAACDP..QQQ...E.FFGGEHH. P99 Q98 O97 B99 A99 D99  
6 6 0 OOO..PB..CDPBAACDP...QQQ..E.FFGGEHH. Q97 P99 O97 B99 A99 D99  
6 6 0 ..OOO....CDP.AACDPBQQQ.PB.EFF.GGEHH. F99 D99 O99 B97 A99 Q99  
6 6 0 B.OOOPB..CDPAAECDP..EQQQ....FF.GGHH. G99 E98 Q97 P99 D99 O99  
6 6 0 OOO...B..CDPBAACDP.QQQ.P..EFF.GGEHH. F99 Q99 O97 B99 A99 D99  
6 6 0 OOO..PB..CDPBAACDPQQQ.....EFF.GGEHH. F99 P99 O97 B99 A99 D99  
6 6 0 .OOO.PB....PB.AADPQQQ.D...ECFFGGECHH B99 A98 C97 P99 O98 H99  
6 6 0 ...OOO....DP..AADPB.QQQPB.ECFFGGECHH B97 A98 Q98 C97 D99 H99  
6 6 0 OOO.D.B..CDPBAAC.P.QQQ.P..EFF.GGEHH. F99 D98 Q99 O97 B99 A99  
6 6 0 ..OOO....CDP.AACDPBQQQ.PB.E.FFGGE.HH D99 H99 O99 B97 A99 Q99  
6 6 0 ..OOO.B...DPB.AADPQQQC.P..ECFFGGE.HH H99 D99 B99 O99 A98 C98  
6 6 0 OOO...B...DPBAACDPQQQC.P..EFF.GGEHH. F99 C99 O97 B99 A99 D99  
6 6 0 ..OOOPB....PB.AADPQQQCD...ECFFGGE.HH P99 H99 B99 O99 A98 C98  
6 6 0 OOOC..B..CDPB.AADPQQQ..P..E.FFGGEHH. A98 C99 O97 B99 A99 D99  
6 6 0 OOO.D.B..CDPBAAC.P..QQQP..EFF.GGEHH. Q98 D98 F99 O97 B99 A99  
6 6 0 .OOO.....C.P.AACDPBQQQDPB.EFF.GGE.HH F99 H99 O98 B97 A99 Q99  
6 6 0 B.OOOPB...DP..AADPQQQC....ECFFGGE.HH H99 A98 D99 C98 P99 O99  
6 6 0 OOO......C.P.AACDPBQQQDPB.EFF.GGE.HH F99 H99 O97 B97 A99 Q99  
6 6 0 OOOCD.B..CDPB..AAPQQQ..P..E.FFGGEHH. A97 C99 D98 O97 B99 A99  
6 6 0 ..OOOP...C.P.AACDPBQQQD.B.EFF.GGEHH. F99 P99 O99 B97 A99 Q99  
6 6 0 ..OOOPB....PBAA.DPQQQCD...ECFFGGE.HH H99 P99 B99 C98 A99 O99  
6 6 0 .OOO.....CDP.AACDPBQQQ.PB.EFF.GGEHH. F99 D99 O98 B97 A99 Q99  
6 6 0 .OOODP...CDP.AAC.PBQQQ..B.E.FFGGEHH. P99 D98 O98 B97 A99 Q99  
6 6 0 OOO.DPB...DPBAA..PQQQC....ECFFGGEHH. D98 C98 P99 O97 B99 A99  
6 6 0 OOO...B...DPB.AADPQQQ..P..ECFFGGECHH O97 B99 D99 A98 C97 H99  
6 6 0 OOO.D....CDPBAAC.PB.QQQP..E.FFGGEHH. B98 Q98 D98 O97 B99 A99  
6 6 0 OOO.D.B...DPB..AAPQQQC.P..ECFFGGEHH. A97 C98 D98 O97 B99 A99  
6 6 0 ..OOO.B...DPB.AADPQQQ..P..ECFFGGECHH O99 B99 D99 A98 C97 H99  
6 6 0 OOO.D....CDP.AAC.PB.QQQPB.E.FFGGEHH. B97 Q98 D98 O97 B99 A99  
6 6 0 .OOO.P...CDP.AACDPBQQQ..B.E.FFGGEHH. P99 D99 O98 B97 A99 Q99  
6 6 0 OOO..PB....PBAACDPQQQCD...EFF.GGEHH. F99 C99 P99 O97 B99 A99  
6 6 0 OOO.D....CDP.AAC.PBQQQ.PB.EFF.GGEHH. F99 D98 O97 B97 A99 Q99  
6 6 0 OOOC.....C.P..AADPBQQQDPB.E.FFGGEHH. A98 C99 O97 B97 A99 Q99  
6 6 0 .OOO.....C...AACDPBQQQDPB.EFFPGGEHH. O98 P99 F99 B97 A99 Q99  
6 6 0 OOO.DPB..CDPBAAC.P...QQQ..E.FFGGEHH. Q97 P99 D98 O97 B99 A99  
6 6 0 OOO......CDP.AACDPBQQQ.PB.EFF.GGEHH. F99 D99 O97 B97 A99 Q99  
6 6 0 OOO..P...C.P.AACDPBQQQD.B.EFF.GGEHH. F99 P99 O97 B97 A99 Q99  
6 6 0 OOOC.PB..C.PB.AADPQQQ.D...E.FFGGEHH. A98 C99 P99 O97 B99 A99  
6 6 0 ..OOOP...C.PBAACDPBQQQD...EFF.GGEHH. B98 A99 P99 Q99 F99 O99  
6 6 0 .OOODPB...DPB.AA.PQQQC....ECFFGGEHH. B99 P99 A98 C98 D98 O98  
6 6 0 OOO......C...AACDPBQQQDPB.EFFPGGEHH. O97 P99 F99 B97 A99 Q99  
6 6 0 OOOC..B..C.PB.AADPQQQ.DP..EFF.GGEHH. F99 A98 C99 O97 B99 A99  
6 6 0 OOOC..B..C.PB.AADP.QQQDP..E.FFGGEHH. Q99 A98 C99 O97 B99 A99  
6 6 0 .OOO.....C...AACD.BQQQDPB.EFFPGGEHHP O98 P98 F99 B97 A99 Q99  
6 6 0 OOO......C...AACD.BQQQDPB.EFFPGGEHHP O97 P98 F99 B97 A99 Q99  
6 6 0 ..OOO....C...AACD.BQQQDPB.EFFPGGEHHP O99 P98 F99 B97 A99 Q99  
6 6 0 OOOC.....C.P.AA.DPBQQQDPB.EFF.GGEHH. F99 C99 O97 B97 A99 Q99  
6 6 0 .OOO.PB..CDPBAACDP..QQQ...E.FFGGEHH. B99 Q98 P99 O98 A99 D99  
6 6 0 ...OOO....DP.AA.DPBQQQ.PB.ECFFGGECHH B97 Q99 C97 H99 A99 D99  
6 6 0 OOOC.PB..C.PBAA.DPQQQ.D...EFF.GGEHH. F99 C99 P99 O97 B99 A99  
6 6 0 OOOCD....CDPBAA..PBQQQ.P..E.FFGGEHH. C99 D98 O97 B98 A99 Q99  
6 6 0 OOOCD.B..CDPB.AA.PQQQ..P..E.FFGGEHH. D98 A98 C99 O97 B99 A99  
6 6 0 BOOO.PB..CDP.AACDP..EQQQ..E.FFGG.HH. E99 Q97 P99 O98 A99 D99  
6 6 0 .OOO.P...CDPBAACDPB.QQQ...E.FFGGEHH. B98 Q98 P99 O98 A99 D99  
6 6 0 .OOO.P...CDP.AACDPB.QQQ.B.E.FFGGEHH. B97 Q98 P99 O98 A99 D99  
6 6 0 .OOO.P...CDP.AACDPB..QQQB.E.FFGGEHH. B97 Q97 P99 O98 A99 D99  
6 6 0 ..OOOPB....PBAACDPQQQCD...E.FFGGE.HH H99 P99 B99 C99 A99 O99  
6 6 0 .OOO.PB...DPBAA.DPQQQC....ECFFGGEHH. C98 B99 P99 O98 A99 D99  
6 6 0 OOOC..B..C.PBAA.DP.QQQDP..EFF.GGEHH. Q99 C99 F99 O97 B99 A99  
6 6 0 .OOO.P...CDPBAACDPBQQQ....E.FFGGEHH. B98 Q99 P99 O98 A99 D99  
6 6 0 .OOOD.B...DPB.AA.PQQQC.P..ECFFGGE.HH H99 B99 A98 C98 D98 O98  
6 6 0 .OOO.PB...DPBAACDPQQQC....E.FFGGEHH. B99 C99 P99 O98 A99 D99  
6 6 0 ...OOOB...DPBAA.DP.QQQ.P..ECFFGGECHH B99 Q99 C97 H99 A99 D99  
6 6 0 ..OOOPB...DPBAACDPQQQC....E.FFGGEHH. D99 P99 B99 C99 A99 O99  
6 6 0 B.OOOPB...DP.AA.DPQQQ.....ECFFGGECHH P99 A99 C97 D99 H99 O99  
6 6 0 OOOC.P...C.P.AA.DPBQQQD.B.E.FFGGEHH. C99 P99 O97 B97 A99 Q99  
6 6 0 .OOO.PB..CDPBAACDP.QQQ....E.FFGGEHH. B99 Q99 P99 O98 A99 D99  
6 6 0 ..OOO.B...DPBAA.DPQQQ..P..ECFFGGECHH O99 B99 C97 H99 A99 D99  
6 6 0 OOOC..B..C..BAA.DPQQQ.DP..EFFPGGEHH. P99 C99 F99 O97 B99 A99  
6 6 0 OOOC..B..C..BAA.D.QQQ.DP..EFFPGGEHHP P98 C99 F99 O97 B99 A99  
6 6 0 B.OOOPB.ECDPAAECDP...QQQ...FF.GG.HH. E97 Q97 P99 D99 F99 O99  
6 6 0 B.OOOPB..CDPAA.CDP..EQQQ..EFF.GG.HH. E99 Q97 P99 D99 F99 O99  
6 6 0 B.OOOPB...DPAA..DP...QQQ..ECFFGGECHH Q97 C97 P99 D99 H99 O99  
6 6 0 OOO..PB..C.PBAACDP.QQQD...EFF.GGEHH. F99 P99 Q99 O97 B99 A99  
6 6 0 B.OOOPB..CDP.AACDP...QQQ..EFF.GGEHH. A99 Q97 P99 D99 F99 O99  
6 6 0 .OOO.PB..CDPBAACDP...QQQ..E.FFGGEHH. B99 Q97 P99 O98 A99 D99  
6 6 0 .OOO.P...CDPBAACDPB..QQQ..E.FFGGEHH. B98 Q97 P99 O98 A99 D99  
6 6 0 OOOC.PB..C.PBAA.DP.QQQD...E.FFGGEHH. Q99 C99 P99 O97 B99 A99  
6 6 0 OOOC.....CDP.AA.DPBQQQ.PB.E.FFGGEHH. C99 D99 O97 B97 A99 Q99  
6 6 0 OOOCDPB..CDPBAA..PQQQ.....E.FFGGEHH. C99 P99 D98 O97 B99 A99  
6 6 0 B.OOOPB.ECDPAAECDP..QQQ.....FFGG.HH. Q96 E97 Q97 P99 D99 O99  
6 6 0 OOOC.....CDPBAA.DPBQQQ.P..E.FFGGEHH. C99 D99 O97 B98 A99 Q99  
6 6 0 OOO..P...CDP.AACDPBQQQ..B.E.FFGGEHH. P99 D99 O97 B97 A99 Q99  
6 6 0 OOO...B..C..BAACDPQQQ.DP..EFFPGGE.HH H99 P99 F99 O97 B99 A99  
6 6 0 OOOCD....CDP.AA..PBQQQ.PB.E.FFGGEHH. C99 D98 O97 B97 A99 Q99  
6 6 0 OOO.DP...CDP.AAC.PBQQQ..B.E.FFGGEHH. P99 D98 O97 B97 A99 Q99  
6 6 0 OOO.DPB...DPBAAC.PQQQC....E.FFGGEHH. D98 C99 P99 O97 B99 A99  
6 6 0 B.OOOPB.ECDPAAECDPQQQ.......FFGG.HH. Q94 E97 Q97 P99 D99 O99  
6 6 0 B.OOOPB.ECDPAAECDP.QQQ......FFGG.HH. Q95 E97 Q97 P99 D99 O99  
6 6 0 ...OOO.....PAA..DPBQQQDPB.ECFFGGECHH A96 B97 A98 Q99 C97 H99  
6 6 0 ..OOOPB..CDPBAACDPQQQ.....E.FFGGE.HH H99 P99 B99 O99 A99 D99  
6 6 0 ..OOOPB..CDPBAACDP...QQQ..E.FFGGEHH. Q97 P99 B99 O99 A99 D99  
6 6 0 ..OOOPB..CDPBAACDPQQQ.....EFF.GGEHH. F99 P99 B99 O99 A99 D99  
6 6 0 B.OOOPB.ECDPAAECDP...QQQ....FFGGHH.. H99 E97 Q97 P99 D99 O99  
6 6 0 .OOODP...CDPBAAC.PBQQQ....E.FFGGEHH. P99 D98 O98 B98 A99 Q99  
6 6 0 OOO.D....CDPBAAC.PBQQQ.P..EFF.GGEHH. D98 F99 O97 B98 A99 Q99  
6 6 0 OOOC.....C.PB.AADPBQQQDP..E.FFGGEHH. A98 C99 O97 B98 A99 Q99  
6 6 0 ..OOO......PB.AADPBQQQDP..ECFFGGECHH B98 O99 A98 Q99 C97 H99  
6 6 0 ..OOO.B....PB.AADP.QQQDP..ECFFGGECHH B99 O99 A98 Q99 C97 H99  
6 6 0 B.OOOPB.ECDPAAECDP...QQQ....FF.GGHH. G99 E97 Q97 P99 D99 O99  
6 6 0 B.OOOPB...DP.AACDPQQQC....EFF.GGEHH. F99 P99 O99 C99 A99 D99  
6 6 0 OOO...B....PB.AADP.QQQDP..ECFFGGECHH Q99 O97 B99 A98 C97 H99  
6 6 0 OOO...B..CD.BAACD.QQQ..P..EFFPGGEHHP D99 O97 P98 B99 F99 A99  
6 6 0 OOOC.P...C.PBAA.DPBQQQD...E.FFGGEHH. C99 P99 O97 B98 A99 Q99  
6 6 0 OOO........PB.AADPBQQQDP..ECFFGGECHH O97 B98 A98 Q99 C97 H99  
6 6 0 OOO.DP...CDPBAAC.PBQQQ....E.FFGGEHH. P99 D98 O97 B98 A99 Q99  
6 6 0 .OOOD.B...DPB.AA.PQQQ..P..ECFFGGECHH D98 O98 B99 A98 C97 H99  
6 6 0 OOO..P...CDPBAACDPBQQQ....E.FFGGEHH. P99 D99 O97 B98 A99 Q99  
6 6 0 OOO..PB....PB.AADPQQQ.D...ECFFGGECHH P99 O97 B99 A98 C97 H99  
6 6 0 OOO......C..BAACDPBQQQDP..EFFPGGEHH. P99 F99 O97 B98 A99 Q99  
6 6 0 BOOOD.B...DP...AAP..QQQP..ECFFGGECHH Q98 A97 C97 D98 O98 H99  
6 6 0 ...OOO...CD..AACD.B.QQQPB.EFFPGGEHHP P98 F99 B97 Q98 A99 D99  
6 6 0 ..OOO....CDPBAACDPB.QQQP..E.FFGGE.HH B98 O99 H99 Q98 A99 D99  
6 6 0 BOOO.PB..CDPAAECDP..EQQQ..FF..GG.HH. F98 E98 Q97 P99 O98 D99  
6 6 0 B.OOOPB..CDPAAECDP..EQQQ...FF.GG.HH. F99 E98 Q97 P99 D99 O99  
6 6 0 BOOOD.B...DP..AA.P..QQQP..ECFFGGECHH Q98 D98 O98 A98 C97 H99  
6 6 0 ..OOOPB....PBAA.DPQQQ.D...ECFFGGECHH P99 C97 B99 A99 H99 O99  
6 6 0 ..OOO.B..CD.BAACD.QQQ..P..EFFPGGEHHP D99 O99 P98 B99 F99 A99  
6 6 0 B.OOOPB..CDPAA.CDP..EQQQ..E.FFGGHH.. H99 E99 Q97 P99 D99 O99  
6 6 0 ...OOO...CDPAA.CDPB.QQQPB.EFF.GGEHH. A98 F99 B97 Q98 A99 D99  
6 6 0 BOOODPB..CDP.AAC.P..EQQQ..E.FFGG.HH. E99 A99 Q97 P99 D98 O98  
6 6 0 ..OOOP...CDPBAACDPB..QQQ..E.FFGGEHH. B98 A99 Q97 P99 D99 O99  
6 6 0 BOOODPB..CDP.AAC.P...QQQ..E.FFGGE.HH H99 A99 Q97 P99 D98 O98  
6 6 0 .OOODP...CDP.AAC.PB..QQQB.E.FFGGEHH. B97 A99 Q97 P99 D98 O98  
6 6 0 ..OOOP...CDP.AACDPB..QQQB.E.FFGGEHH. B97 A99 Q97 P99 D99 O99  
6 6 0 .OOODP...CDPBAAC.PB..QQQ..E.FFGGEHH. B98 A99 Q97 P99 D98 O98  
6 6 0 OOO......CDP.AACDPB.QQQPB.EFF.GGEHH. O97 F99 B97 Q98 A99 D99  
6 6 0 ..OOOP...CDP.AACDPB.QQQ.B.E.FFGGEHH. B97 A99 P99 Q98 D99 O99  
6 6 0 B.OOOPB..CDP.AACDP..EQQQ..E.FFGG.HH. A99 E99 Q97 P99 D99 O99  
6 6 0 OOO......CDP.AACDPB.QQQPB.E.FFGGE.HH O97 B97 H99 Q98 A99 D99  
6 6 0 .OOOD.B...DPB..AAPQQQ..P..ECFFGGECHH B99 A97 C97 D98 O98 H99  
6 6 0 ..OOOP...CDPBAACDPB.QQQ...E.FFGGEHH. B98 A99 P99 Q98 D99 O99  
6 6 0 B.OOOPB..CDPAA.CDP..EQQQ..E.FF.GGHH. G99 E99 Q97 P99 D99 O99  
6 6 0 BOOOD.B...DP.AA..P..QQQP..ECFFGGECHH A99 Q98 C97 D98 O98 H99  
6 6 0 BOOOD.B..CD..AAC....QQQP..EFFPGGEHHP P98 A99 Q98 D98 F99 O98  
6 6 0 ...OOO...CDPAA.CDPB.QQQPB.E.FFGGE.HH H99 A98 B97 Q98 A99 D99  
6 6 0 ..OOO....CDP.AACDPB.QQQPB.E.FFGGE.HH B97 O99 H99 Q98 A99 D99  
6 6 0 .OOO.PB...DPB.AADPQQQC....ECFFGGEHH. D99 P99 B99 O98 A98 C98  
6 6 0 ..OOO....CDPAA.CDPB.QQQPB.E.FFGGEHH. O99 A98 B97 Q98 A99 D99  
6 6 0 .OOOD....CDP.AAC.PB.QQQPB.EFF.GGEHH. B97 A99 Q98 D98 F99 O98  
6 6 0 .OOOD....CDPBAAC.PB.QQQP..EFF.GGEHH. B98 A99 Q98 D98 F99 O98  
6 6 0 OOOC.....C.PBAA.DPBQQQDP..EFF.GGEHH. C99 F99 O97 B98 A99 Q99  
6 6 0 OOO......CDPAA.CDPB.QQQPB.E.FFGGEHH. O97 A98 B97 Q98 A99 D99  
6 6 0 OOOC.....CDP.AA.DPB.QQQPB.E.FFGGEHH. C99 O97 B97 Q98 A99 D99  
6 6 0 OOO..P...CDP.AACDPB.QQQ.B.E.FFGGEHH. P99 O97 B97 Q98 A99 D99  
6 6 0 BOOODPB.ECDPAAEC.P...QQQ..FF..GG.HH. F98 E97 Q97 P99 D98 O98  
